	A567T11	A567T12	A567T15	A567T16
CITF22-24E5.1	0	0	0	0
CTA-833B7.2	2	3	2	1
NCF4	39	37	26	13
CSF2RB	0	0	1	0
CSF2RBP1	0	0	0	0
LL22NC01-81G9.3	0	0	0	0
TEX33	0	1	0	0
TST	1124	1152	997	800
MPST	5296	4842	4052	2372
KCTD17	1355	1364	1581	1344
RN7SKP214	0	0	0	0
TMPRSS6	12	12	7	9
RP5-1170K4.7	0	0	0	0
IL2RB	6	6	12	22
AL022314.1	0	0	0	0
RP1-151B14.6	1	1	0	1
C1QTNF6	1313	1388	1686	1469
SSTR3	0	2	0	0
RP1-151B14.9	0	0	0	0
RAC2	5318	5214	6659	4445
Z82188.1	0	0	0	0
CYTH4	64	69	185	235
RP1-63G5.5	8	4	7	25
RP1-63G5.7	1	0	1	0
ELFN2	586	484	481	904
RP1-63G5.8	0	0	0	0
MFNG	932	764	951	563
CARD10	9787	8911	10696	6930
RP5-1177I5.3	0	0	1	0
CDC42EP1	8623	8632	6944	4167
LGALS2	27	30	22	13
GGA1	4471	4200	3733	3030
SH3BP1	5919	5706	6258	3296
Z83844.1	44	34	42	23
PDXP	103	11	11	15
RN7SL385P	1	0	0	1
LGALS1	47716	54681	74108	59419
NOL12	2143	2524	1783	1093
TRIOBP	1073	1056	1210	1272
H1F0	9487	8533	14020	15075
GCAT	886	1018	545	335
GALR3	0	0	0	1
ANKRD54	1757	1694	1674	1304
MIR658	0	0	0	0
MIR659	2	5	7	5
EIF3L	27260	29829	26104	22147
RNU6-900P	2	0	1	1
MICALL1	10116	10974	10792	7154
C22orf23	731	700	745	680
RP5-1039K5.17	3	8	8	3
POLR2F	4638	5656	4087	2714
SOX10	1	1	1	0
MIR4534	0	2	0	1
RP5-1039K5.16	1	0	0	2
RP5-1039K5.18	0	0	2	0
PICK1	2862	3129	2122	1302
RP5-1039K5.13	0	0	0	0
SLC16A8	5	3	4	3
BAIAP2L2	29	40	6	8
CTA-228A9.3	7	6	7	3
PLA2G6	369	347	232	401
MAFF	3288	2959	2277	2344
TMEM184B	6421	5713	6104	5283
AL021977.1	0	0	0	0
RP1-5O6.5	4	7	2	6
RN7SL704P	1	1	3	5
AL020993.1	0	0	0	0
CSNK1E	18666	17413	15991	11995
RP3-449O17.1	140	104	180	192
RP1-5O6.4	1	1	3	10
RP3-434P1.6	0	0	0	0
KCNJ4	3	7	1	0
KDELR3	529	513	853	1523
DDX17	25621	22150	24764	33308
DMC1	49	54	30	62
RP1-199H16.6	0	0	0	0
FAM227A	209	114	182	299
CBY1	1373	1444	1722	1274
RP3-508I15.10	32	9	32	14
RP3-508I15.9	178	112	162	176
TOMM22	8926	10382	7811	4985
JOSD1	8673	8125	9515	8324
GTPBP1	3591	2974	2912	3265
PRDX3P1	22	1	13	28
AL021707.2	0	0	0	0
AL021707.1	0	0	0	0
RP3-508I15.18	0	0	0	0
SUN2	6551	6027	7272	8130
RP3-508I15.19	17	22	23	26
RP3-508I15.20	36	24	27	27
RP3-508I15.14	6	2	2	2
RP3-508I15.21	101	97	92	74
RP3-508I15.22	2	2	5	5
DNAL4	553	618	708	664
NPTXR	96	75	57	229
CBX6	8215	7824	5606	4949
CTA-150C2.13	0	0	0	0
APOBEC3A	2	1	3	0
APOBEC3B	703	774	619	1153
APOBEC3B-AS1	0	0	0	1
APOBEC3C	5166	5443	5541	4989
APOBEC3D	32	31	18	26
APOBEC3F	679	649	528	472
APOBEC3G	1828	2013	2338	2024
CTA-150C2.20	2	0	0	0
RP4-742C19.12	106	121	88	74
APOBEC3H	11	12	17	22
CBX7	351	379	212	420
COX5BP7	0	0	0	0
FUNDC2P4	0	0	2	1
PDGFB	1769	1686	1773	1699
AL031590.1	0	0	0	0
RP3-333H23.8	5	1	2	2
RPL3	137094	155616	135119	95169
SNORD83B	0	0	0	0
SNORD83A	174	166	100	62
SYNGR1	16	16	6	137
TAB1	2346	2362	2283	1873
MGAT3	1	0	0	9
RP5-1104E15.6	0	0	0	0
MIEF1	4986	4346	3856	3833
ATF4	25849	29145	30331	22966
RPS19BP1	4567	4954	3732	2171
CACNA1I	7	9	5	10
ENTHD1	0	0	0	0
RP1-172B20.6	0	0	0	0
RN7SKP210	0	0	0	0
UQCRFS1P1	162	13	13	5
GRAP2	15	12	26	29
RP3-370M22.8	0	2	4	5
FAM83F	2621	2339	2789	1865
RP3-496C20.1	3	0	3	3
TNRC6B	2185	1885	2072	2570
RP6-11O7.2	0	0	0	1
ADSL	9061	9609	7495	5285
SGSM3	4325	4153	4208	3291
RP5-1042K10.10	1	0	1	5
MKL1	2819	2542	3002	3224
RP5-1042K10.13	11	3	7	13
RP5-1042K10.12	0	5	1	6
RP4-591N18.2	0	3	3	4
AL031594.1	0	0	0	1
COX6B1P3	0	0	0	0
RPL4P6	45	43	27	39
GAPDHP37	1	0	0	0
MCHR1	1	1	2	2
SLC25A17	3849	3936	3471	2601
RP3-408N23.4	1	2	2	8
JTBP1	0	0	1	0
MIR4766	4	0	0	5
ST13	19253	18158	19452	19469
XPNPEP3	1430	1372	1321	1045
DNAJB7	13	6	7	18
RNU6-379P	0	0	1	0
RBX1	1808	2098	2017	1444
AL080243.1	0	0	0	0
RP11-12M9.3	6	16	5	8
RP11-12M9.4	2	0	0	0
EP300	4213	2939	3778	6794
MIR1281	0	0	0	0
RNU6-375P	0	0	0	0
RP1-85F18.6	0	1	1	3
RP1-85F18.5	36	13	25	45
LRRC37A14P	4	4	2	2
L3MBTL2	2279	2270	1896	1639
RP4-756G23.5	20	20	22	39
CHADL	59	32	38	30
RANGAP1	26068	25967	23119	15264
AL035681.1	1	0	0	1
ZC3H7B	8765	7401	8044	8412
TEF	587	655	723	982
RNU6-495P	0	0	0	0
CTA-223H9.9	2	4	9	6
TOB2	3338	3053	3261	3120
PHF5A	5471	5471	4612	3143
ACO2	5251	5126	4760	4505
POLR3H	5215	5256	3864	2640
CSDC2	6	11	10	50
PMM1	1697	1787	2357	2048
DESI1	7482	7181	5991	4163
XRCC6	52697	56011	50271	39259
NHP2L1	13626	15542	10701	6663
RNU6-476P	15	3	7	19
C22orf46	1233	1159	1210	1121
Z83840.1	0	0	0	0
MEI1	4	4	77	72
HMGN2P10	0	0	0	0
RNU6ATAC22P	0	0	0	0
CCDC134	887	975	950	681
RP5-821D11.7	316	364	301	208
SREBF2	5794	5285	7125	7781
MIR33A	0	0	0	0
SHISA8	0	0	0	0
CTA-250D10.23	17	9	10	13
MIR378I	2	4	1	2
TNFRSF13C	13	9	7	8
CENPM	2003	2476	1975	1440
LINC00634	23	19	14	10
SEPT3	10	9	17	38
CTA-250D10.19	0	0	0	0
WBP2NL	5	4	3	3
SLC25A5P1	1	0	0	1
NAGA	2267	2225	2911	3033
FAM109B	0	0	2	6
SMDT1	1124	1361	1440	1171
NDUFA6	3942	4794	4548	3373
RP1-257I20.14	22	13	16	34
NDUFA6-AS1	92	82	80	110
OLA1P1	14	11	11	9
CYP2D6	24	9	15	18
RP4-669P10.19	2	4	2	3
RP4-669P10.16	8	8	4	13
CYP2D7P1	136	121	84	91
CYP2D8P1	45	24	17	40
TCF20	4846	4315	4217	4713
Z83851.3	142	78	98	102
Z83851.4	158	136	155	113
CTA-989H11.1	86	99	69	38
Z83851.1	139	98	20	7
NFAM1	11	8	15	5
CTA-126B4.7	9	9	13	16
SERHL	25	35	28	23
RRP7A	7019	7828	6444	3911
Z93241.1	0	0	0	1
SERHL2	327	270	222	183
RRP7B	1019	903	765	534
RN7SKP80	10	4	5	9
RNU6-513P	0	0	0	0
POLDIP3	7578	7682	6604	6020
RNU12	1	0	2	2
CYB5R3	11740	11849	14137	13364
ATP5L2	2	1	0	0
A4GALT	1919	2094	1937	1642
RPL5P34	56	99	38	27
GOLGA2P4	0	0	0	0
ARFGAP3	2486	2274	3483	4138
PACSIN2	7085	6954	7890	7942
AL049758.2	0	0	0	4
AL022476.2	1	0	0	1
TTLL1	81	77	84	161
AL022237.3	0	0	0	0
BIK	1536	1347	975	652
MCAT	1982	1989	1181	735
TSPO	9910	9161	9014	5150
TTLL12	12044	11640	6787	4087
SCUBE1	2	1	0	3
Z82214.3	0	0	0	1
Z82214.2	0	0	0	0
Z99756.1	0	0	0	0
RP4-754E20__A.5	0	0	0	0
MPPED1	1	0	3	0
EFCAB6-AS1	3	2	2	0
EFCAB6	12	3	12	15
RP3-388M5.8	0	0	2	0
HMGN2P9	0	0	0	0
RP3-388M5.9	17	26	28	18
SULT4A1	3	0	0	2
PNPLA5	1	4	0	1
Z97055.1	0	0	0	0
PNPLA3	177	133	53	200
SAMM50	4898	5209	4477	3784
RP4-796I17.5	2	1	4	0
PARVB	1919	2082	1559	1219
PARVG	0	0	0	0
KIAA1644	150	149	427	1529
RP1-32I10.10	13	1	15	19
RP1-32I10.11	0	0	0	0
CTA-397C4.2	0	0	0	0
MRPS18CP6	0	0	0	1
LDOC1L	2301	1918	2026	3121
KRT18P23	0	0	0	0
LINC00207	0	0	0	2
LINC00229	0	0	0	0
ANP32BP2	0	0	0	0
PRR5	685	745	551	275
PRR5-ARHGAP8	33	23	23	18
ARHGAP8	233	188	153	173
PHF21B	1	3	4	14
RP1-127B20.4	0	0	0	0
RP4-753M9.1	0	0	0	0
CTA-217C2.1	867	788	1072	725
CTA-217C2.2	51	44	49	67
NUP50	8389	7269	8805	9537
CTA-268H5.12	8	2	10	17
KIAA0930	8517	8919	10612	8270
MIR1249	3	2	1	2
CTA-268H5.14	2	2	0	0
CTA-268H5.9	0	0	0	0
UPK3A	0	0	0	0
FAM118A	2003	1803	1473	1518
SMC1B	15	8	10	24
RIBC2	99	138	196	171
RP1-102D24.5	2	2	3	3
FBLN1	5691	6243	7080	10732
CTA-941F9.9	26	28	14	18
RNU6-1161P	6	6	7	8
ATXN10	10146	9308	9996	7818
MIR4762	0	0	0	0
RP1-37M3.8	7	0	1	5
WI2-85898F10.1	0	0	1	0
WNT7B	2098	2094	5823	4016
CR536603.1	0	0	0	0
CITF22-92A6.1	45	44	58	55
LINC00899	102	83	96	88
C22orf26	15	13	15	29
RP6-109B7.5	4	6	11	3
RP6-109B7.3	1457	1702	1609	843
FLJ27365	579	544	699	362
RP6-109B7.2	62	39	52	48
RP6-109B7.4	14	12	15	19
MIR3619	0	0	0	0
MIRLET7A3	0	0	0	0
MIR4763	0	0	0	0
MIRLET7B	0	0	0	0
PPARA	969	837	1049	1504
CDPF1	600	658	511	386
PKDREJ	17	12	7	9
TTC38	982	1084	899	896
GTSE1	4683	4189	4439	5379
TRMU	4551	4630	3335	2820
CELSR1	7173	5768	9894	11269
RP5-996D20.3	0	0	0	4
RP3-439F8.1	60	55	104	111
GRAMD4	1242	1100	817	798
CERK	4597	4709	4462	4747
CTA-29F11.1	380	419	284	204
TBC1D22A	1846	1998	2077	1654
Z97351.1	0	0	0	1
CITF22-49D8.1	1	0	0	4
LL22NC03-75H12.2	0	0	0	1
LINC00898	0	0	0	0
RP11-191L9.4	0	0	0	0
RP11-191L9.5	0	0	0	0
RP13-455A7.1	0	0	0	0
CTA-280A3__B.2	0	0	0	0
LL22NC03-121E8.4	0	0	0	0
LL22NC03-121E8.3	0	0	0	0
MIR3201	0	0	0	0
RP11-536P6.3	0	0	0	0
FAM19A5	0	0	0	0
CTA-299D3.8	0	0	0	0
MIR4535	0	0	0	0
AL954742.1	0	0	0	0
WI2-81516E3.1	0	0	0	0
RPL35P8	0	0	0	0
C22orf34	0	0	0	0
MIR3667	0	0	0	0
RP1-29C18.10	0	0	0	0
RP1-29C18.9	0	0	0	0
RP1-29C18.8	0	0	0	0
RP5-983L19.2	0	0	3	1
RN7SKP252	0	0	0	0
RPL5P35	0	0	0	2
BRD1	1821	1603	1591	1880
RP3-522J7.5	1	1	3	8
RP3-522J7.6	0	0	1	0
RP11-494O16.3	0	1	0	0
ZBED4	3172	2616	2623	3029
ALG12	709	649	655	658
CITF22-1A6.3	8	6	4	10
CRELD2	2481	2463	3075	2222
PIM3	5802	4766	2965	2497
IL17REL	0	0	1	4
TTLL8	0	1	0	0
MLC1	3	2	1	8
MOV10L1	2	0	7	17
PANX2	292	237	303	316
TRABD	6815	5022	4434	2758
RP3-402G11.25	86	60	57	69
RP3-402G11.26	16	16	18	20
SELO	2487	2334	2000	1486
RP3-402G11.27	44	22	26	27
RP3-402G11.28	76	56	80	57
TUBGCP6	3720	3130	3105	3218
HDAC10	170	142	78	102
MAPK12	2565	2700	1476	1260
MAPK11	143	171	132	212
PLXNB2	17451	15756	16421	15729
AL022328.1	0	0	0	0
DENND6B	95	82	105	167
XX-C283C717.1	0	0	0	3
PPP6R2	4889	4452	4356	3721
RN7SL500P	0	0	0	0
SBF1	8127	6851	6434	6481
ADM2	46	42	77	102
MIOX	1	0	0	2
LMF2	5708	5597	5738	4796
NCAPH2	5057	5577	5287	3824
SCO2	876	879	590	397
CTA-384D8.36	88	110	73	47
TYMP	82	46	19	47
ODF3B	22	8	11	17
CTA-384D8.35	11	19	10	6
CTA-384D8.34	0	0	0	0
CTA-384D8.31	1	1	1	0
KLHDC7B	17	6	15	3
SYCE3	1	3	1	4
CPT1B	86	51	66	39
CHKB-CPT1B	0	0	0	1
CHKB	108	78	111	96
CHKB-AS1	77	50	71	45
CTA-384D8.33	1	0	1	3
MAPK8IP2	31	23	11	20
ARSA	1953	1805	2353	1904
SHANK3	409	285	332	647
RNU6-409P	0	0	0	0
AC000036.4	1	0	0	0
ACR	1	1	1	3
AC002056.5	0	0	0	0
AC002056.3	8	9	17	1
AC002055.4	1499	1680	1250	834
RABL2B	1662	1570	1679	1641
LL0YNC03-29C1.1	0	0	0	0
PLCXD1	0	0	0	0
GTPBP6	0	0	0	0
LINC00685	0	0	0	0
PPP2R3B	0	0	0	0
AL732314.1	0	0	0	0
FABP5P13	0	0	0	0
KRT18P53	0	0	0	0
SHOX	0	0	0	0
RP11-309M23.1	0	0	0	0
RPL14P5	0	0	0	0
CRLF2	0	0	0	0
CSF2RA	0	0	0	0
BX649553.3	0	0	0	0
BX649553.4	0	0	0	0
BX649553.2	0	0	0	0
MIR3690	0	0	0	0
BX649553.1	0	0	0	0
RNA5SP498	0	0	0	0
RN7SL355P	0	0	0	0
IL3RA	0	0	0	0
SLC25A6	0	0	0	1
LINC00106	0	0	0	0
ASMTL-AS1	0	0	0	0
ASMTL	0	0	0	0
P2RY8	0	0	0	0
AKAP17A	0	0	0	0
ASMT	0	0	0	0
RP13-297E16.4	0	0	0	0
RP13-297E16.5	0	0	0	0
DHRSX	0	0	0	0
DHRSX-IT1	0	0	0	0
ZBED1	0	0	0	0
CD99P1	0	0	0	0
LINC00102	0	0	0	0
CD99	0	0	0	0
XG	3	0	2	1
GYG2	0	0	0	0
GYG2-AS1	0	0	0	0
ARSD	284	258	364	454
ARSD-AS1	0	0	0	0
ARSE	1	0	0	10
ARSH	1	2	0	0
ARSF	0	0	0	0
RN7SL578P	0	0	0	0
RP13-824C8.2	0	0	0	0
CXorf28	14	30	51	32
MXRA5	29	17	3	10
ASS1P4	0	0	0	0
RNU6-114P	0	0	0	1
PRKX	2234	1953	1307	1270
RNU6-146P	0	0	0	0
PRKX-AS1	2	2	0	2
RP11-558O12.1	1	0	0	0
RP11-706O15.1	1033	987	801	815
RP11-706O15.3	1	1	4	4
RP11-706O15.5	1	3	4	5
RP11-706O15.7	0	0	0	0
RP11-706O15.8	0	0	0	0
AC108683.1	0	0	0	0
RP11-707P20.1	0	0	0	0
AC074035.1	0	0	0	0
MTND6P12	0	0	0	0
RP11-585K14.2	0	0	0	0
RP11-555H23.1	0	0	0	0
RP11-733O18.1	2	0	0	1
NLGN4X	1	0	2	0
RP11-459A10.3	0	0	0	0
RP11-459A10.2	0	0	0	0
MIR4770	0	0	0	0
RP11-459A10.1	0	0	0	0
VCX3A	0	0	0	0
RP11-1M18.1	1	0	1	1
RP13-926M18.1	0	0	0	0
HDHD1	2694	2606	3169	2324
RP11-483M24.2	1	1	1	1
MIR4767	1	0	0	0
STS	685	581	812	1017
VCX	0	0	0	0
PNPLA4	1050	1100	1061	938
RP11-692P14.1	5	6	6	0
MIR651	0	0	0	0
VCX2	0	0	0	0
VCX3B	1	1	1	1
KAL1	25	13	13	36
DRAXINP1	0	0	0	0
FAM9A	1	0	0	0
GS1-542M4.3	0	0	0	0
GS1-542M4.4	0	0	0	1
RP11-66N5.2	0	0	0	0
FAM9B	1	0	0	4
RNA5SP499	0	0	0	0
RP11-430A19.2	0	0	0	0
GS1-519E5.1	0	0	0	0
RP11-126O22.1	0	0	0	0
TBL1X	0	0	8	33
GPR143	3	3	14	24
SHROOM2	978	871	1592	1623
RP11-98L4.1	0	2	0	0
HMGN1P33	0	0	0	0
AC002365.1	1	4	17	8
WWC3	1258	1178	1971	2439
WWC3-AS1	2	1	2	1
CLCN4	622	487	508	718
AC003666.1	0	0	0	0
RP6-1O2.1	0	0	1	0
MID1	2222	1850	1962	2320
RNU6-800P	0	0	1	1
RP11-120D5.1	71	69	79	112
HCCS	3010	3007	2770	2414
ARHGAP6	6	4	3	5
AMELX	0	0	0	1
MIR548AX	0	0	0	0
AC002366.3	0	0	0	0
GS1-590J6.2	0	0	0	0
MSL3	1993	1928	2490	2654
FRMPD4	6	6	24	55
AC002981.1	0	0	0	0
FRMPD4-AS1	0	0	0	0
RPL17P49	0	0	0	0
PRPS2	4829	4212	4619	3898
PSMA6P2	0	0	0	0
MRPL35P4	0	0	0	0
TLR7	0	0	1	0
TLR8-AS1	0	0	0	2
TLR8	0	0	0	0
TMSB4X	22746	26670	33972	29888
FAM9C	0	0	0	3
RP11-791M20.1	0	0	0	0
GS1-600G8.5	0	0	1	1
GS1-600G8.3	0	0	0	0
ATXN3L	0	0	0	0
GS1-600G8.4	0	0	1	1
RP11-142G7.2	0	1	1	1
RP11-1L9.1	0	0	1	3
GPX1P1	1232	455	625	315
EGFL6	0	1	0	0
RPL30P15	0	0	0	0
RN7SKP20	0	0	0	0
TCEANC	64	64	98	89
RAB9A	2283	2247	2975	2788
TRAPPC2	1167	1115	1371	1354
OFD1	2519	2238	3086	3567
GPM6B	101	88	122	113
RP1-122K4.2	0	0	0	0
RP1-122K4.3	1	1	1	0
GEMIN8	1035	1143	1263	1027
AC003035.1	0	0	0	0
GS1-257G1.1	7	2	4	7
GLRA2	4	1	1	1
AC003658.1	0	0	0	0
NPM1P9	57	41	44	34
FANCB	657	518	734	986
MOSPD2	910	694	1048	1605
RP13-928P6.3	0	0	0	0
RP11-699A7.1	0	0	0	0
ASB9	392	374	387	526
ASB11	0	0	2	0
PIGA	1108	798	1282	1713
FIGF	10	9	7	11
PIR	3214	3603	2707	2553
BMX	6	4	10	12
ACE2	19	27	17	8
GS1-594A7.3	0	1	0	0
TMEM27	235	177	120	73
GS1-594A7.5	0	0	0	0
CA5BP1	1011	1095	1090	928
CA5B	339	286	437	752
ZRSR2	1628	1588	1617	1316
AP1S2	1291	859	1547	2159
RNU5F-7P	0	0	0	0
SETP15	0	0	0	0
GRPR	7	9	5	26
RP11-431J24.2	10	3	12	13
MAGEB17	0	0	4	0
RPL6P30	0	0	0	0
AC078993.1	0	0	1	0
AC073597.1	0	0	0	0
RP11-759L5.2	2	0	1	0
RN7SL658P	0	0	0	0
CTPS2	3346	3277	3249	3115
MIR548AM	0	1	2	1
S100G	0	1	0	2
SYAP1	7008	6978	8308	7783
RNU7-56P	0	0	0	0
TXLNG	6499	5084	4520	4606
CTD-2542O7.2	0	0	0	1
RBBP7	22769	22436	29033	29541
RNU4-6P	0	0	0	0
RP11-716A19.3	0	0	0	0
REPS2	232	196	297	999
CBX1P2	0	0	0	3
CBX1P4	0	0	0	2
NHS	1247	957	1466	2486
MIR4768	16	31	17	0
RP1-60N8.1	1	1	3	2
NHS-AS1	1	0	0	0
RP3-389A20.5	1	0	1	3
SCML1	942	663	868	1369
RP3-389A20.2	0	0	0	0
RAI2	0	0	0	1
RP1-272E8.1	0	0	0	0
RP3-410B11.1	0	0	0	0
BEND2	0	0	0	0
SCML2	33	28	86	287
TMSB10P2	0	0	0	0
CDKL5	23	18	48	226
GJA6P	0	0	0	0
RS1	0	0	1	2
PPEF1	2	1	1	2
PPEF1-AS1	0	0	0	0
RP3-499B10.3	0	0	0	0
AL096700.1	0	0	0	0
HAUS1P2	1	2	1	1
PHKA2-AS1	2	6	3	6
PHKA2	2293	1992	1947	2121
RN7SL48P	0	0	0	0
GPR64	23	19	15	35
PDHA1	9839	10986	8630	6821
MAP3K15	9	14	22	32
SH3KBP1	9531	9500	12305	11492
CXorf23	570	415	647	852
MAP7D2	160	130	9	37
MIR23C	0	0	0	1
EIF1AX	15022	11552	12660	12029
snoU2-30	4	1	3	3
EIF1AX-AS1	3	0	7	16
RPS6KA3	5219	3953	5281	7401
RN7SKP183	0	0	0	0
RNU6-133P	0	0	0	0
CNKSR2	275	243	203	110
RARRES2P3	0	0	0	0
AL928874.1	0	0	0	0
KLHL34	0	0	0	0
SMPX	0	3	0	2
MBTPS2	1722	1322	1651	2494
YY2	87	83	83	101
LL0XNC01-39B3.1	0	0	0	2
SMS	25368	25626	21373	17467
PHEX	202	183	585	978
RN7SL436P	1	0	0	0
PHEX-AS1	0	0	3	1
RP11-40F8.2	0	0	1	0
ZNF645	0	1	0	0
RP11-494I9.2	0	0	0	0
METTL15P3	0	0	0	1
RNU6-266P	0	0	0	0
RP11-494I9.1	0	0	0	0
AC092832.1	0	0	0	0
GS1-433O24.1	0	0	0	0
DDX53	0	0	0	0
FAM3C2	125	73	74	93
AC004673.1	0	0	0	0
GS1-590J15.1	0	0	0	0
PTCHD1	0	0	0	3
RP11-654E17.2	0	0	0	0
PRDX4	6849	7348	6349	5019
ACOT9	5370	5245	6589	5694
AC131011.1	0	0	0	0
RP13-314C10.5	2	3	4	6
SAT1	9022	9364	10192	10558
APOO	1248	1394	999	859
RPL9P7	9	5	98	58
CXorf58	14	4	12	12
KLHL15	403	279	408	837
EIF2S3	29444	27101	36217	35774
ZFX-AS1	5	0	7	4
ZFX	2068	1730	2091	3403
AC096509.1	1	0	0	0
SUPT20HL2	0	0	0	0
AC004552.1	0	0	0	0
SUPT20HL1	0	0	0	0
GS1-184P14.2	1	5	0	2
PDK3	1052	1040	1284	1274
SNRPEP9	0	0	0	0
AC004656.1	0	0	0	0
GS1-358P8.4	546	366	686	931
PCYT1B	892	846	1461	1131
RP11-753E22.3	0	0	0	0
PCYT1B-AS1	0	0	0	0
RP11-753E22.2	0	0	0	0
POLA1	3899	3340	3088	4146
AC004655.1	0	0	0	1
SCARNA23	0	1	3	1
EEF1B2P3	112	149	129	109
ARX	0	2	0	1
RP1-258N20.3	0	0	0	0
RN7SL91P	0	0	0	0
RP11-629O4.1	0	0	1	0
AC112778.1	0	0	0	0
RPP40P1	0	0	0	0
RP11-298C3.2	40	37	38	22
RP11-86A5.1	0	0	0	0
MAGEB18	0	0	0	0
RP13-60P5.2	0	0	0	0
MAGEB6P1	0	0	0	0
GS1-466O4.2	0	0	0	0
MAGEB6	0	0	0	1
GS1-466O4.3	0	0	0	0
MAGEB5	0	0	0	0
GS1-466O4.5	0	0	0	0
RP11-617O8.1	0	0	0	0
RP11-702C7.2	0	0	0	0
RP11-702C7.1	0	0	0	0
VENTXP1	0	0	0	0
GS1-541M1.2	0	0	0	0
GS1-541M1.1	0	0	0	0
HMGA1P1	1	10	1	1
RNU1-142P	0	0	0	0
RP11-268G12.3	0	0	0	0
RP11-268G12.1	0	0	0	0
RP11-268G12.2	0	0	0	0
PTP4A1P5	0	0	0	0
SMEK3P	0	1	3	4
GS1-309P15.3	0	0	0	0
GS1-309P15.4	0	1	0	1
DCAF8L2	0	0	0	0
AC107613.1	0	0	0	0
MAGEB10	0	0	0	0
RP11-501H19.2	0	0	0	0
RP11-12D5.2	0	0	0	0
RP11-12D5.3	0	0	0	0
RP11-12D5.4	0	0	0	0
RP11-12D5.5	0	0	0	0
RP11-12D5.6	0	0	0	0
DCAF8L1	0	0	0	0
AC078988.1	0	0	0	0
RP11-149B9.2	0	0	0	0
IL1RAPL1	1	1	2	0
RP1-22N22.1	0	0	0	0
RP1-146A15.1	0	0	0	0
RNA5SP500	0	0	0	0
RP6-127F18.2	0	0	0	0
MIR4666B	0	0	0	0
PIGFP3	0	0	0	0
GS1-383H3.6	0	0	0	0
MAGEB2	0	0	0	0
MAGEB3	0	0	0	0
MAGEB4	0	0	0	0
MAGEB1	0	0	0	0
NR0B1	123	123	10	18
AC005926.1	1	0	0	0
CXorf21	0	0	0	0
CKS1BP6	0	0	0	0
FTLP2	0	1	0	0
GK	204	208	177	332
GK-IT1	0	0	0	0
RP11-242C19.2	7	0	1	5
GK-AS1	4	2	4	7
TAB3	1880	1290	2257	3606
TAB3-AS1	0	0	0	0
TAB3-AS2	0	0	0	0
FTHL17	0	0	0	0
DMD	708	626	757	992
RNU6-894P	0	0	0	0
RNA5SP501	0	0	0	0
NPM1P8	0	0	0	0
MIR3915	0	0	0	0
MIR548F5	0	0	0	0
DMD-AS3	0	0	0	0
TBCAP1	10	11	80	64
RP6-60B16.1	0	0	0	0
RP11-305F18.1	0	0	0	0
FAM47A	0	0	0	0
FTH1P14	0	0	0	0
RP11-545D19.1	0	0	0	0
RP11-281B1.2	0	0	0	0
RP11-320J16.1	0	0	0	0
TMEM47	97	71	400	682
RP13-643D4.1	0	0	0	0
FAM47B	0	0	0	0
AL596268.1	0	0	0	0
RP11-504E21.1	0	0	0	0
RNU6-1087P	0	0	0	0
SIAH1P1	0	0	0	0
RP11-497J7.1	0	0	0	0
RP11-497J7.4	0	0	0	0
RP11-497J7.2	0	0	0	0
MAGEB16	0	0	0	0
RP11-307A17.2	0	0	0	0
CXorf22	0	0	1	1
RNU6-641P	0	0	0	0
CHDC2	0	0	0	0
HMGB1P16	0	0	0	0
CXorf30	0	0	0	0
RP11-87M18.2	1	0	0	0
RPS15AP40	0	0	0	0
AL590285.1	0	0	0	0
RP11-492O8.1	0	0	0	0
BX842568.1	0	0	0	0
BX842568.2	2	3	4	2
BX842568.4	0	0	0	0
FAM47C	0	0	0	0
FTH1P18	0	0	0	0
RP11-31H15.2	0	0	0	0
MOB1AP2	0	0	0	0
PRRG1	1009	787	1088	1433
TM4SF2	0	0	0	0
RP11-357K9.2	0	0	0	0
FTH1P19	2	3	1	0
FTH1P27	0	0	0	0
FAM47DP	0	0	0	1
LANCL3	107	73	96	76
XK	238	203	144	92
CYBB	9	8	8	9
DYNLT3	1014	883	1428	1622
RNU6-49P	0	0	0	0
AL121578.2	1	0	0	0
AL121578.5	0	0	0	0
CXorf27	0	0	0	0
AL121578.7	1	0	1	2
SYTL5	34	19	45	54
MIR548AJ2	0	0	0	0
SRPX	3439	3320	6496	6718
RP13-43E11.1	0	4	5	4
RPGR	921	736	803	1041
OTC	0	0	0	0
TDGF1P1	0	0	0	0
AF241726.2	0	0	0	0
FTLP16	0	0	0	0
AF241726.4	0	0	0	0
TSPAN7	31	48	19	44
RNU7-7P	0	0	0	0
RP4-646N3.1	3	1	10	7
MID1IP1	2695	2423	2595	1980
MID1IP1-AS1	29	14	27	29
RNU6-591P	0	0	0	0
RP11-265P11.1	0	0	0	0
RP11-265P11.2	0	0	0	0
RP11-157D23.1	0	0	0	0
RP11-157D23.2	0	0	0	0
MIR3937	0	0	0	0
RN7SL732P	0	0	0	0
GAPDHP1	200	251	211	185
CTD-2324A24.2	0	0	0	0
MIR1587	0	0	0	0
RPS11P7	0	0	0	0
AC092198.1	0	0	0	0
BCOR	869	736	924	1628
RP11-320G24.1	0	0	0	0
RP6-186E3.1	0	0	0	0
RP11-126D17.1	0	0	0	0
RNU7-164P	0	0	0	0
ATP6AP2	4417	3310	5552	6504
MPC1L	0	0	0	0
CXorf38	1481	1233	2176	2181
