gene_name	LSK_F_WT_1	LSK_F_WT_2	LSK_F_KO_1	LSK_F_KO_2
S1pr3	1558	1021	3685	1866
Shc3	0	0	0	3
Cks2	86	112	152	122
Secisbp2	2572	2674	2486	2279
Sema4d	6657	6371	9302	7620
Gadd45g	153	293	242	167
4921525O09Rik	0	0	0	0
Diras2	212	112	184	86
Gm2848	13	6	0	2
Syk	13114	13124	15029	13790
BB123696	0	0	0	0
Auh	1614	2558	1766	1781
Nfil3	414	728	721	522
Ror2	147	145	74	233
Sptlc1	2730	3923	3529	3517
Gm2762	0	0	0	0
Msx2	0	0	0	0
9530014B07Rik	0	0	0	0
4930555G21Rik	0	0	0	0
Drd1	0	0	0	0
Sfxn1	14532	10784	14345	12025
Hrh2	487	713	759	557
Cplx2	50	101	256	74
Thoc3	5982	5253	6404	5639
Simc1	1189	1102	1221	954
4833439L19Rik	4887	4434	5122	4084
Arl10	321	705	561	531
Nop16	5839	4856	5417	4650
Higd2a	1843	2270	2086	1836
Cltb	3605	3105	3370	2596
Faf2	5938	7266	6725	6760
Rnf44	11343	13414	12186	11386
Cdhr2	0	0	0	0
Gprin1	0	0	0	0
Sncb	0	0	0	0
Eif4e1b	0	0	0	0
Tspan17	303	508	118	95
Unc5a	786	944	66	79
Hk3	8664	10391	10936	13445
Uimc1	3823	4411	3848	3667
Zfp346	2578	2699	2382	2602
Fgfr4	0	0	0	0
Nsd1	4117	4115	4321	3573
Rab24	6125	7790	5853	5792
Prelid1	4255	3809	4225	4239
Mxd3	790	792	716	664
Lman2	29295	26527	30906	25770
Rgs14	2340	3236	1885	1942
Slc34a1	0	1	0	14
Pfn3	0	0	0	0
F12	0	0	0	0
Grk6	18685	15784	20867	15877
Mir6943	10	1	7	5
Prr7	7	9	0	15
Dbn1	408	393	251	174
Mir6944	0	0	0	0
Pdlim7	3374	3723	3297	2986
Mir6945	0	4	0	0
Dok3	1478	2026	1662	1619
Ddx41	8124	6955	7411	6734
Fam193b	3696	5753	3844	3750
Tmed9	20346	14540	20860	18362
B4galt7	1749	2120	2337	1869
Caml	2077	2621	1795	1859
Ddx46	4728	4322	6179	5258
B230219D22Rik	3654	5176	5152	4559
Txndc15	3099	3245	3377	2956
Pcbd2	649	746	613	716
Catsper3	3	12	17	2
Pitx1	3	2	0	6
H2afy	182621	127777	186431	170401
Tifab	767	626	2957	932
4930550C17Rik	0	0	0	0
Neurog1	0	0	0	0
Cxcl14	1	16	50	0
Gm10782	0	0	0	0
Slc25a48	15	6	0	0
Il9	0	0	0	0
Fbxl21	32	59	22	47
Lect2	5	0	0	0
Tgfbi	2448	2656	3514	1919
Smad5	2080	3016	3408	2648
Trpc7	0	15	13	5
Spock1	0	0	0	0
Klhl3	123	155	132	137
Mir874	0	0	0	0
Hnrnpa0	2209	2366	3566	2827
1700066J03Rik	0	0	0	0
Idnk	1317	1512	1115	1246
Ubqln1	14067	13223	16687	13973
Gkap1	687	794	542	593
Kif27	0	11	0	0
Mir6369	0	0	0	0
2210016F16Rik	2512	2936	2101	2179
Hnrnpk	34209	32525	36519	30756
Mir7-1	10	3	0	1
Rmi1	532	771	519	583
Slc28a3	0	0	0	0
4930455J16Rik	0	0	0	0
Ntrk2	0	0	0	0
Agtpbp1	1805	1974	1793	1836
A230056J06Rik	25	32	7	16
Naa35	4098	4605	4250	3926
Golm1	5332	6045	4878	5383
4921517D22Rik	0	0	1	0
Spata31d1a	0	0	0	0
Spata31d1b	0	0	0	0
Spata31d1d	0	0	0	0
4930528D03Rik	0	2	0	0
Isca1	1964	2381	1900	1808
Etohd2	118	241	42	158
Zcchc6	4894	6206	5453	5318
A530065N20Rik	0	0	0	0
Gas1	9	21	0	0
Gm5084	0	0	0	0
Dapk1	1926	2776	2104	1604
BC051665	0	0	0	0
Ctsll3	0	0	0	0
4930486L24Rik	273	460	199	328
Ctla2b	3166	3427	2377	1613
Tpbpb	0	0	0	0
Ctla2a	20361	21588	10672	8410
Tpbpa	0	0	0	0
Ctsj	0	0	4	2
Ctsq	0	0	0	0
Ctsr	0	0	0	0
Cts6	0	0	0	0
Cts8	0	0	0	0
Cts8-ps	0	0	0	0
Cts7	0	0	0	0
Ctsm	0	0	0	0
Cts3	0	0	0	0
BC052688	0	0	0	0
Zfp808	450	733	532	550
Gm3604	206	496	255	332
Zfp935	656	1241	648	879
Zfp934	234	334	246	229
6720489N17Rik	451	501	319	439
Mir713	0	0	0	0
Gm5141	501	972	558	703
Fbp2	0	0	0	0
Fbp1	6832	6042	10385	9451
2010111I01Rik	3451	3857	4910	4376
Gm16907	105	149	203	138
Mir23b	0	0	0	0
Mir27b	0	0	0	0
Mir3074-1	0	0	0	0
Mir24-1	0	0	0	0
Fancc	1320	1565	1545	1390
Ptch1	405	640	905	622
1700024I08Rik	0	0	0	0
Ercc6l2	1944	2176	2328	1740
Hsd17b3	0	0	0	0
Slc35d2	1061	1866	1086	1083
Zfp367	5523	4703	5844	4389
Habp4	2015	1974	1669	1271
Cdc14b	429	601	195	378
1810034E14Rik	203	363	49	124
Aaed1	1904	3226	1794	2084
Ctsl	2473	4144	2650	2715
Cdk20	1233	1396	787	1040
1190003K10Rik	0	0	0	0
Cntnap3	0	0	0	0
Spata31	0	0	0	0
Spata31d1c	0	0	0	0
Hiatl1	6691	9227	8706	7705
Olfr466	0	0	0	0
Nlrp4f	0	0	0	0
Zfp369	112	246	236	201
Gm10324	0	0	0	0
2410141K09Rik	0	0	0	0
Uqcrb	884	1004	923	814
Gm10767	48	110	21	41
Mterf3	2769	3089	2998	2587
Ptdss1	4755	5472	5267	4789
4933433G19Rik	9	0	0	0
Zfp712	469	628	252	316
Zfp708	547	671	501	406
Rslcan18	111	116	177	108
Zfp759	388	486	425	520
Rsl1	599	770	437	467
Zfp455	612	828	766	683
Zfp458	131	119	81	133
F630042J09Rik	202	347	345	272
Zfp457	18	20	46	18
Zfp595	415	451	508	340
Zfp953	263	671	378	323
Zfp456	252	368	231	194
Zfp429	263	302	14	16
Zfp459	98	147	115	128
Zfp874a	1236	2034	827	833
Zfp874b	694	1034	951	1253
Zfp58	1690	1807	1250	1427
Zfp87	2863	3573	3174	2548
Zfp748	2185	2895	2240	2040
9430065F17Rik	11	25	0	8
Zfp729b	635	1252	1082	1089
Zfp729a	556	961	518	522
Zfp738	542	1067	627	627
Zfp65	861	1195	970	950
Zfp85os	33	69	23	67
Zfp85	384	566	329	340
Zfp493	128	326	173	237
4930525G20Rik	2	19	0	0
Zfp273	328	470	277	309
Gm10037	15	23	0	0
BC048507	422	485	585	428
Mtrr	2363	2856	1943	2583
Fastkd3	2245	1799	2615	1665
1700001L19Rik	0	0	0	0
Adcy2	10	13	4	4
Papd7	1365	1367	2384	1560
Srd5a1	586	505	378	429
Nsun2	26913	22421	26987	23774
Ube2ql1	165	249	121	115
Med10	2140	2459	1521	1515
1700084F23Rik	0	0	0	0
Gm3772	0	0	0	0
4930520P13Rik	0	0	0	0
1700100L14Rik	0	0	0	0
Ice1	1866	2387	2879	1853
Adamts16	0	0	0	0
8030423J24Rik	0	0	0	0
Mir466f-4	0	0	0	0
Irx1	0	0	0	0
Gm20554	0	0	0	0
Irx2	0	0	0	0
D730050B12Rik	0	0	0	0
4930555K05Rik	0	2	0	0
Irx4	0	0	0	0
Ndufs6	637	775	684	583
Mrpl36	4083	4436	4662	4139
D630045M09Rik	0	0	0	0
Lpcat1	1882	2529	2508	2298
Slc6a3	13	10	19	23
Clptm1l	9393	11349	11313	10203
Tert	538	779	326	634
Slc6a18	0	0	0	0
Slc6a19	0	7	0	0
Slc6a19os	0	0	0	0
Slc12a7	3489	4064	3665	3280
Nkd2	6	1	13	15
Trip13	3136	2843	3717	3333
Brd9	3129	3456	3034	3026
Zdhhc11	0	0	0	0
Tppp	2	11	8	0
Cep72	1097	1362	1388	1363
Slc9a3	0	0	0	0
Exoc3	5147	5520	5442	5217
Ahrr	70	134	154	74
Pdcd6	5973	6789	5649	5246
Sdha	34491	30578	34081	31913
Ccdc127	3995	3877	3938	3569
Lrrc14b	22	17	8	16
Zfp72	501	852	578	667
Mir692-3	0	0	0	0
Mir692-2	0	0	0	0
Zfp825	704	1254	796	755
Erap1	8981	8139	10123	8601
Cast	4662	5142	3859	4621
Pcsk1	0	0	0	0
Mir682	371	612	475	489
Ell2	1248	2128	624	1265
Glrx	2808	4093	3084	2972
Rhobtb3	2805	3540	1759	1715
Spata9	6	21	0	7
Rfesd	917	1681	1059	1122
Gpr150	75	129	40	16
Arsk	1317	2431	1351	1424
Ttc37	2018	2094	2536	2773
Mctp1	3369	6079	2811	2934
Ankrd32	1817	2074	1655	2057
2210408I21Rik	224	384	233	253
Fam172a	6776	5807	7058	6062
Pou5f2	12	2	16	16
Nr2f1	0	0	0	0
A830082K12Rik	0	0	6	0
Arrdc3	4686	7952	5952	5509
5430425K12Rik	0	0	0	0
9330111N05Rik	0	0	0	0
Adgrv1	0	3	0	1
Lysmd3	997	1615	1073	941
Polr3g	1741	1683	1356	1241
Mblac2	854	904	587	708
Cetn3	6876	7221	5864	5550
Mir3961	0	0	0	0
Mef2c	9871	10014	10946	8610
C130071C03Rik	0	0	0	0
Mir9-2	0	0	0	0
2810049E08Rik	0	0	0	0
Gm17750	0	0	7	0
Tmem161b	794	1305	891	961
Ccnh	6244	6853	6441	6113
Rasa1	5395	6884	6384	6027
Cox7c	104	103	55	44
Edil3	0	0	0	0
Hapln1	0	0	0	3
Vcan	0	5	0	0
Xrcc4	1145	1163	928	845
Tmem167	3225	3527	3333	2987
Atp6ap1l	7	0	0	0
Rps23	83	69	61	44
Atg10	1169	1605	1014	1254
A830009L08Rik	0	11	0	13
Ssbp2	6233	7747	6582	6654
4833422C13Rik	20	28	0	7
Acot12	0	0	0	0
Zcchc9	1519	1383	1434	1274
Ckmt2	0	0	0	6
Rasgrf2	15	0	23	38
Msh3	2696	2347	2554	3074
Dhfr	3251	2790	3507	3349
Ankrd34b	11	0	0	4
Fam151b	291	322	286	279
Zfyve16	659	904	963	894
Spz1	0	0	0	0
Serinc5	1479	2615	1634	2199
Thbs4	0	0	0	6
Mtx3	229	267	187	302
Cmya5	6	15	6	5
Gm4814	0	0	0	0
A630019I02Rik	0	0	0	0
Papd4	1346	1404	1692	1568
Homer1	280	370	318	388
Jmy	1301	1386	1230	1030
Bhmt	0	0	0	0
Bhmt2	0	0	0	0
Dmgdh	0	1	0	0
AW495222	0	10	0	6
Arsb	3908	3148	4333	4376
Mir5624	0	0	0	0
Lhfpl2	954	1374	1403	1299
Scamp1	3662	4990	4090	3973
Gm9776	284	560	356	313
Ap3b1	9848	11442	10459	10732
Tbca	601	761	582	582
Otp	0	0	0	0
Wdr41	4980	5141	4975	4658
Pde8b	104	98	93	132
Zbed3	4846	3984	5097	4129
Snora47	0	0	0	0
Aggf1	6623	6560	6896	6080
Crhbp	0	0	0	0
S100z	0	3	0	0
F2rl1	0	0	0	6
F2r	4176	4321	4924	4191
Iqgap2	12114	15108	11839	11580
F2rl2	129	116	200	35
Sv2c	40	19	0	0
Poc5	1640	2431	2079	2365
Ankdd1b	122	136	98	140
Polk	957	1366	1101	1326
Col4a3bp	652	911	638	547
Hmgcr	5398	6464	6996	4840
Gcnt4	52	19	8	13
1700029F12Rik	0	0	0	0
Fam169a	187	106	51	79
Nsa2	468	475	391	429
Gfm2	2944	3400	2768	3219
Hexb	3256	4388	3872	3901
Enc1	21	25	0	9
Lincenc1	0	0	0	5
Gm5086	24	7	23	57
Arhgef28	899	1141	1247	1787
Utp15	4765	4800	5825	5033
Ankra2	2083	2816	2059	2025
Btf3	2852	3676	2998	3013
Foxd1	9	3	0	0
2310005E17Rik	0	0	0	0
Tmem174	0	0	0	0
Tmem171	0	28	1	9
Fcho2	1970	4078	2431	2738
Tnpo1	1427	1406	1745	1607
1700024P04Rik	0	0	0	0
2310020H05Rik	0	0	0	0
Zfp366	0	11	0	0
Ptcd2	4335	4427	4380	3839
Mrps27	2808	2292	2499	2514
6430562O15Rik	47	28	0	0
Map1b	85	44	10	19
Cartpt	0	0	0	0
Mccc2	3690	3499	2438	2990
Bdp1	1463	1266	983	905
Serf1	712	811	628	719
Smn1	2449	2183	2529	2002
Naip2	195	312	147	90
Naip5	553	913	87	94
Naip6	17	28	19	22
Naip7	0	0	0	0
Naip1	0	4	9	10
Gtf2h2	2227	2310	2403	2778
Ocln	67	220	48	102
Marveld2	618	703	608	495
Rad17	1745	2201	1692	1824
Ak6	745	666	910	706
Taf9	2859	3245	3769	2783
Ccdc125	1988	2784	2185	2159
Cdk7	3992	4763	3922	3762
Mrps36	9	14	23	24
Cenph	1880	1647	2217	2157
Ccnb1	2275	2115	2654	2202
Slc30a5	7330	7780	9069	8730
5930438M14Rik	0	0	0	0
4933416M06Rik	0	0	0	0
4922502H24Rik	0	0	0	0
Pik3r1	4986	5449	4392	4368
Cd180	387	533	368	492
Mast4	810	1299	862	1065
1700099I09Rik	0	0	0	0
Srek1	4896	4881	4571	4187
Erbb2ip	4257	5619	5609	5760
Nln	2652	1972	2876	2314
Sgtb	11	39	0	28
Trappc13	5624	6345	6179	6527
Trim23	1179	1962	1339	1387
Ppwd1	1128	1298	2097	2038
Cenpk	1282	1302	1229	1286
Adamts6	183	183	117	133
Cwc27	2953	2003	2686	2157
Srek1ip1	1206	1302	1022	1120
Fam159b	2	0	0	0
Rgs7bp	752	543	737	497
4933425L06Rik	0	0	0	0
Rnf180	1251	1398	1053	879
Htr1a	0	0	5	0
Ipo11	9125	10650	8465	9409
Dimt1	568	828	605	551
Kif2a	1998	2497	3131	2994
3830408C21Rik	259	419	315	301
AI197445	0	0	0	0
1700006H21Rik	0	0	0	0
Zswim6	103	163	190	129
Mir325	0	0	0	0
Smim15	3303	4793	3295	3393
Ndufaf2	773	809	554	682
Ercc8	917	1131	1233	812
Elovl7	568	1063	841	1036
Depdc1b	3920	2997	6690	5027
Pde4d	1405	842	1154	880
Mir582	0	0	0	0
Mir1904	18	20	29	12
Rab3c	0	0	0	0
Gapt	688	722	548	908
Plk2	295	320	253	184
4930526H09Rik	0	0	0	0
Gm38397	0	0	0	0
3110015C05Rik	0	0	0	0
Actbl2	0	0	0	0
Gpbp1	10984	13105	10436	10635
Mier3	3023	2930	3609	2556
Map3k1	4998	4006	4364	4259
Gm15326	0	7	0	7
Ankrd55	5	2	0	0
Il6st	1424	2468	2583	2254
Il31ra	83	127	201	237
Ddx4	1225	1480	222	590
Slc38a9	1409	1732	1359	1472
Ppap2a	86	264	55	89
Skiv2l2	7781	7155	8626	8015
Dhx29	2824	1756	3138	2258
Ccno	11	10	16	11
Mcidas	8	0	0	0
Cdc20b	0	0	0	0
Mir449c	0	0	0	0
Mir449b	0	0	0	0
Mir449a	0	0	0	0
Gpx8	25	7	7	16
Gzma	7	5	0	6
1700084D21Rik	0	0	0	0
Gzmk	0	0	0	0
Esm1	18	12	52	32
4921509O07Rik	8	5	2	10
Snx18	4915	4816	5307	4167
Hspb3	0	0	0	0
Arl15	1069	1558	1272	1122
A430090L17Rik	10	25	21	0
Ndufs4	2432	2970	2292	2394
Fst	0	5	10	0
4930544M13Rik	0	0	0	0
Mocs2	2376	3181	2577	2847
Itga2	185	192	167	160
Itga1	14	23	56	1
Pelo	1669	1598	1588	1496
Isl1	21	19	0	11
Parp8	5504	6937	6529	6948
Gm6416	1	4	0	10
Emb	30722	23284	27025	27099
Hcn1	7	0	0	11
4933413L06Rik	0	0	0	0
Mrps30	6127	6324	6361	6162
1700003P14Rik	0	0	0	0
Gm10732	0	0	0	0
Fgf10	0	0	0	0
Nnt	7567	8113	10686	11222
Paip1	4118	4829	7226	6913
4833420G17Rik	4024	5877	1748	2277
3110070M22Rik	12	38	10	7
Gm7120	49	77	19	13
Ccl28	28	9	10	33
1700074H08Rik	0	0	0	0
Hmgcs1	3172	2864	4339	3374
Nim1k	878	1083	1070	1165
Zfp131	2471	2804	2141	1807
AF067063	0	0	0	0
Tcstv1	0	0	0	0
B020031M17Rik	0	0	0	0
Gm21188	31	39	23	34
Gm20767	0	0	0	0
AF067061	0	0	0	0
BC147527	389	1104	86	131
Tcstv3	0	0	3	0
Gm2897	0	0	0	1
Gm5795	0	0	0	0
D830030K20Rik	4	0	0	0
1700110I01Rik	0	0	0	0
Gm10413	0	0	0	0
Gm3020	0	0	0	0
Gm10409	0	0	0	0
Gm10408	0	0	0	0
Gm3002	0	0	0	0
Gm5796	0	0	0	0
2610042L04Rik	0	0	0	0
Gm3264	0	0	0	0
4930555G01Rik	0	0	0	0
Gm3488	0	0	0	0
Gm3317	0	0	0	0
Gm3500	0	0	0	0
Gm3383	0	0	0	0
LOC100861615	0	0	0	0
Gm3636	20	10	10	17
Gm10406	1	3	0	3
Gm3696	18	2	10	20
Gm5797	0	0	0	0
4933406F09Rik	0	0	0	0
Gm3558	0	0	0	0
Flnb	1602	1375	2576	1575
Dnase1l3	18	13	0	0
Abhd6	785	1029	712	682
Rpp14	4709	5333	4097	4449
Pxk	3010	3352	2748	2834
Pdhb	4035	4020	3400	3562
Kctd6	722	959	647	506
Acox2	39	106	26	33
Fam107a	0	0	0	0
Oit1	0	4	0	0
4930452B06Rik	304	229	104	153
4930455B14Rik	0	0	0	0
Fhit	92	179	62	84
Mnd1-ps	166	160	269	125
Fhitos	0	0	0	7
Mir5124b	0	0	0	0
Ptprg	0	1	0	16
3830406C13Rik	2016	3266	2095	2232
Fezf2	0	0	0	0
Cadps	0	0	0	0
Gm5087	0	0	0	0
Synpr	0	2	0	0
Sntn	0	0	0	0
Thoc7	4343	5608	4384	4407
Atxn7	1613	2034	1748	1540
Psmd6	7408	7954	7707	6858
Olfr720	0	0	0	0
Olfr31	0	4	0	0
Il3ra	1923	3063	3846	3058
Slc4a7	1105	1515	2072	1273
Nek10	0	0	0	0
Lrrc3b	0	0	0	0
Oxsm	518	879	212	665
Ngly1	5658	6696	4993	5538
Top2b	10975	12866	16267	14909
Rarb	221	261	203	92
Thrb	297	229	123	212
Nr1d2	2201	3390	2857	2647
Rpl15	2532	3258	3159	2437
Nkiras1	412	425	496	353
Ube2e1	2106	2347	2207	1907
Ube2e2	1783	1806	1841	1303
Gm5458	0	0	0	0
Nid2	91	46	120	80
2700060E02Rik	1341	1715	1252	1296
D14Ertd670e	0	0	0	0
Gng2	4157	5894	4967	4985
Saysd1	1171	1439	768	998
Kcnk5	4185	6308	4956	4704
Kcnk16	0	0	0	0
Nudt13	899	1187	853	976
Ecd	9486	9269	10035	9803
Fam149b	2468	2859	2474	2473
Dnajc9	10814	8841	11738	11110
Mrps16	1180	1240	1311	987
Cfap70	17	17	2	0
Anxa7	4351	6624	4582	5495
Mss51	16	29	3	12
Ppp3cb	2790	2774	3073	2532
1810062O18Rik	71	41	31	63
Usp54	1411	1751	1713	1447
Myoz1	0	2	0	0
Synpo2l	52	21	30	30
Sec24c	14999	15240	17514	14415
Mir6946	1	6	0	0
Fut11	2943	2769	3339	3104
6230400D17Rik	100	191	71	46
Chchd1	1490	2000	1665	1367
Zswim8	1901	3202	2394	1822
Ndst2	5456	6153	5650	4966
Camk2g	1583	1692	1162	1123
Plau	0	8	0	1
Vcl	2856	2668	4384	3113
Ap3m1	1956	2480	2242	2005
Adk	7256	6590	8495	7277
Kat6b	627	834	415	676
Dupd1	36	33	12	34
Dusp13	0	2	0	0
Samd8	376	435	436	374
Vdac2	7420	6884	7543	6873
Comtd1	1538	1602	1731	1340
Zfp503	168	280	108	65
1700112E06Rik	647	612	702	657
4930405A10Rik	2	0	0	0
Gm10248	0	0	5	0
Kcnma1	2	0	3	0
4930519K11Rik	0	0	0	0
Mir7210	0	0	0	0
Dlg5	2	33	17	14
E330034G19Rik	0	0	0	0
Polr3a	1730	2306	2149	1843
Rps24	746	1171	758	728
4930572O13Rik	0	0	0	0
Zmiz1	7171	7014	8533	6768
Mir3075	0	0	0	0
4931406H21Rik	92	188	117	78
Israa	3	21	13	5
Ppif	10046	8616	10831	8986
Ppifos	388	737	456	605
Zcchc24	952	1299	1178	716
Anxa11	2928	2731	3549	2855
Plac9b	0	0	0	0
Plac9a	0	0	0	0
Tmem254a	0	0	0	0
Tmem254b	0	0	0	0
Tmem254c	0	0	0	0
Cphx2	0	0	0	0
Cphx1	0	0	0	0
Duxbl2	0	0	0	0
Duxbl3	0	0	0	0
Duxbl1	0	0	0	0
4933413J09Rik	0	17	3	6
Slmap	2607	3322	3423	3357
Dennd6a	4084	5656	4486	5559
Arf4	16738	17545	17996	16459
Pde12	4361	3876	4620	3798
Mir7672	0	0	0	0
Asb14	6	6	0	4
Appl1	2424	3257	3079	3241
Hesx1	10	21	7	6
Il17rd	16	0	0	0
Arhgef3	5337	8437	5957	7521
Fam208a	1837	2293	1571	1712
Ccdc66	803	1330	920	1007
Erc2	0	6	0	8
Wnt5a	0	0	0	0
Cacna2d3	0	0	0	0
Lrtm1	0	2	0	0
Selk	4131	4476	3585	3175
Actr8	4734	5056	4502	4410
Mir6947	0	0	0	0
Il17rb	86	189	262	279
Chdh	958	696	2759	1788
Cacna1d	15	8	13	35
4831407H17Rik	0	6	14	4
Dcp1a	2575	3083	3002	2638
Tkt	38504	28241	42210	33740
Mir3076	7	0	0	0
Prkcd	10838	13006	13655	12843
Rft1	2150	2737	2474	2152
Sfmbt1	2067	1629	2212	1857
Tmem110	2328	2531	2418	2156
Mustn1	22	23	13	3
Itih4	0	0	0	0
Itih3	0	3	0	0
Itih1	0	0	0	0
Nek4	1592	1944	2121	2016
Spcs1	3169	4452	3753	3537
Glt8d1	3057	3450	2376	2761
Gnl3	12163	10236	11421	9036
Snord69	45	66	61	53
Snord19	27	29	23	24
Pbrm1	10267	10872	11534	10169
Smim4	538	717	548	601
Nt5dc2	10636	6869	12348	10440
Stab1	0	0	0	28
Nisch	19007	19378	23120	19994
Tnnc1	0	11	4	5
Sema3g	20	34	5	18
Phf7	1430	2049	2085	1914
Bap1	14147	13359	14900	13713
Dnah1	788	754	360	487
Capn7	4695	5870	5111	5210
Sh3bp5	3017	3020	3538	2879
Mettl6	2431	2095	2018	1856
Eaf1	3136	3268	3323	2916
Colq	45	26	69	47
Hacl1	1488	2791	1763	2145
Btd	1923	2402	2171	2393
Ankrd28	2179	3039	3139	2347
Galnt15	0	0	0	0
Dph3	2670	3300	2786	2460
Oxnad1	1406	1453	1102	1525
Msmb	0	0	0	3
Ncoa4	594	114	90	735
Timm23	64	69	39	76
Parg	4398	4674	5735	5375
Ogdhl	0	13	0	2
1700024G13Rik	0	0	0	0
Chat	0	0	0	0
Slc18a3	0	0	0	0
Ercc6	1731	2007	2056	1800
Prrxl1	0	0	0	0
3425401B19Rik	0	0	0	0
1810011H11Rik	812	1122	875	648
Fam170b	3	0	0	0
Vstm4	7	65	0	0
Wdfy4	5460	4581	6934	6195
Lrrc18	9	11	12	3
Arhgap22	16	27	10	30
Mapk8	293	502	340	438
Ptpn20	0	0	0	0
4930503F20Rik	0	0	0	0
Gdf10	0	0	0	0
Gdf2	0	0	0	0
Rbp3	0	0	0	0
Zfp488	0	0	0	0
Gm5460	0	0	0	0
A630023A22Rik	0	0	0	0
Antxrl	0	0	0	0
Anxa8	0	0	0	0
Npy4r	0	0	0	0
Gprin2	18	67	54	44
Syt15	0	9	0	0
Fam35a	1802	1995	1779	1876
Glud1	12895	10850	13053	11900
Gm3219	921	809	1002	845
Fam25c	0	0	0	0
Sncg	0	0	0	0
Mmrn2	0	0	0	0
Bmpr1a	10	14	49	15
9230112D13Rik	0	0	0	0
Ldb3	0	0	0	0
Opn4	0	0	0	0
Mir297-1	0	0	0	0
Wapal	8475	8853	8923	8459
Grid1	0	0	0	0
Mir346	0	0	0	0
4930596D02Rik	0	0	0	0
4930474N05Rik	0	0	0	0
Ccser2	1002	1257	1193	975
Rgr	0	0	0	0
Lrit1	0	0	0	0
Lrit2	0	0	0	0
Cdhr1	0	2	0	0
2610528A11Rik	11	8	11	15
Ghitm	23705	27526	25823	24708
Nrg3	0	0	0	0
Nrg3os	0	0	0	0
LOC432842	0	0	0	0
1700109I08Rik	0	0	0	0
Sh2d4b	1	5	6	5
Tspan14	16187	19113	16369	15878
Fam213a	3453	3569	2146	2509
Dydc2	0	0	9	1
Dydc1	0	0	0	0
Mat1a	0	11	0	0
Sftpa1	0	0	0	0
Mbl1	0	0	0	0
Sftpd	0	0	0	0
Gm10377	0	0	0	0
1700091H14Rik	0	0	0	0
Gm17026	0	0	0	0
1700001F09Rik	0	0	0	0
Gm10375	0	0	0	0
Ear1	0	0	0	0
Ear10	0	0	0	0
Ang3	0	0	0	0
Ang5	0	0	0	0
Ang6	0	0	0	0
Ear2	0	1	0	0
Ear3	0	0	0	0
Ear12	0	0	0	0
4930503E14Rik	0	0	0	0
1700047E10Rik	0	0	0	0
BC061237	0	0	0	0
Gm8267	0	0	0	0
Ptgdr	0	0	0	0
Mir327	0	0	0	0
4930431P03Rik	0	0	0	7
Ptger2	683	334	1509	436
Txndc16	1555	2564	1945	2098
Gpr137c	37	44	56	38
Ero1l	1781	1803	2132	1633
Psmc6	5183	6897	5621	5594
Styx	38	62	53	47
Gnpnat1	1613	1775	1417	1199
Fermt2	5	2	0	0
4930527F14Rik	0	0	0	0
Ddhd1	1108	1097	1163	1136
Mir5131	0	0	0	0
Gm15217	0	0	0	0
Bmp4	15	129	15	13
Rubie	0	0	0	0
4933425B07Rik	0	2	0	0
D330046F09Rik	14	2	0	0
Cdkn3	462	445	508	533
Cnih1	3020	3992	3536	3509
Gmfb	7012	10507	10440	9194
Cgrrf1	750	1197	982	896
Samd4	0	9	0	5
Gm10371	0	0	0	0
Gch1	2068	2129	1935	1850
Wdhd1	5309	4251	6740	5773
Socs4	588	566	580	401
Mapk1ip1l	2109	2076	3150	2494
Lgals3	115	143	153	58
Dlgap5	2671	3542	3671	3560
Fbxo34	2055	1991	2093	2048
Atg14	3513	4338	3667	4465
Ktn1	6137	6562	5723	5875
4930447J18Rik	0	0	0	0
Peli2	1389	1787	1261	1204
Gm6498	10	9	5	10
Tmem260	2200	3086	2914	3174
Otx2	0	0	0	0
Otx2os1	0	0	0	0
4933429O19Rik	0	0	0	0
Exoc5	3256	3866	4015	3429
Ap5m1	1685	2681	1751	1760
Naa30	2178	2397	2745	2590
1700011H14Rik	0	3	0	0
Slc35f4	0	0	0	0
3632451O06Rik	111	157	41	64
Olfr722	0	0	0	0
Olfr723	0	0	0	0
Olfr724	0	0	0	0
Olfr725	0	0	0	0
Olfr726	0	0	0	0
Olfr727	0	0	0	0
Olfr728	0	0	0	0
Olfr729	0	0	0	0
Olfr730	0	0	0	0
Olfr731	0	0	0	0
Olfr732	0	0	0	0
Olfr733	0	0	0	0
Olfr734	0	0	0	0
Olfr735	0	0	0	0
Tlr11	0	6	0	11
Olfr736	0	0	0	0
Olfr738	0	0	0	0
Olfr739	0	0	0	0
Olfr740	0	0	0	0
Olfr741	0	0	0	0
4930413M19Rik	0	0	0	0
Olfr742	0	0	0	0
Olfr743	0	0	0	0
Olfr744	0	0	0	0
Olfr745	0	0	0	0
Olfr746	0	0	0	0
Olfr747	0	0	0	0
Olfr748	0	0	0	0
Olfr749	0	0	0	0
Ttc5	4743	5826	4889	4864
Ccnb1ip1	36	225	19	55
Rpph1	0	0	1	0
Parp2	5996	5709	5381	5975
Tep1	1153	1307	1359	1523
Klhl33	0	0	0	0
Osgep	3272	2952	3487	3338
Apex1	1991	1360	2375	1611
Tmem55b	4853	5842	4879	4502
Pnp	4956	5024	5228	4383
Pnp2	279	455	109	82
Rnase10	14	12	36	42
Rnase9	0	0	0	0
Rnase11	0	0	0	0
Rnase12	12	4	27	4
Olfr750	3	0	0	0
Ang	37	34	52	41
Rnase4	462	936	447	450
Eddm3b	0	0	0	0
Rnase6	1747	2969	1405	2111
