	A567T09	A567T10	A567T13	A567T14
CTD-2349B8.1	0	1	0	2
RP11-626G11.3	0	0	0	0
SYT17	40	18	15	25
CLEC19A	0	0	0	0
AC003003.5	0	0	0	0
CTA-363E6.1	0	1	0	0
CTA-363E6.2	1	1	0	0
TMC5	70	52	35	29
CTA-363E6.5	0	0	0	0
CTA-363E6.6	0	0	1	1
RNU4-46P	0	0	0	0
CTA-363E6.7	0	0	0	0
GDE1	4829	5462	5462	4587
CCP110	4946	5623	2381	1925
C16orf62	3110	3450	3160	2705
KNOP1	1207	1399	1221	968
AC002550.5	0	1	1	0
IQCK	515	512	381	313
CTD-2380F24.1	0	2	5	4
CTC-496I23.1	0	0	0	0
GPRC5B	466	733	659	616
AC134300.1	0	0	0	0
GPR139	0	0	0	0
RP11-204E4.3	0	0	0	0
SNRPEP3	0	0	0	0
GP2	0	0	0	0
UMOD	0	0	0	0
PDILT	0	0	0	0
RP11-429K17.1	1	0	1	0
ACSM5	271	225	82	90
CTD-2194A8.2	2	1	2	2
ACSM2A	0	1	0	0
AC137056.1	0	0	0	0
ACSM2B	0	0	0	0
RP11-143N13.2	0	0	0	0
RP11-143N13.1	0	0	0	0
ACSM3	286	165	69	52
ACSM1	12	3	4	2
THUMPD1	5114	5949	3332	2462
AC004381.7	5	0	0	1
ERI2	1729	2370	1001	726
RNU6-944P	2	7	0	5
AC004381.6	1247	1268	1261	1175
DCUN1D3	1112	1437	1286	1041
LYRM1	1746	1942	1796	1652
DNAH3	11	4	9	2
CTC-508F8.1	0	0	0	0
TMEM159	1119	1077	790	673
AF001550.7	0	0	0	0
ZP2	0	0	0	0
ANKS4B	0	0	0	0
CRYM	7	6	2	3
CRYM-AS1	29	42	29	21
CTD-2547E10.3	3	3	2	1
SNX29P1	7	7	4	7
NPIPB3	604	871	694	521
CTD-2547E10.2	268	260	75	67
MIR3680-1	12	3	4	2
SLC7A5P2	0	0	0	0
CTB-31N19.2	3	4	0	2
CTB-31N19.4	1	2	0	0
METTL9	6094	7065	5716	5284
CTB-31N19.3	19	18	23	24
IGSF6	17	21	3	9
RNU6-1005P	3	2	0	0
RNU6-196P	3	0	0	0
OTOA	0	2	0	2
RP11-645C24.5	16	30	19	11
RRN3P1	674	761	452	393
NPIPB4	746	811	664	480
RP11-645C24.2	7	5	1	0
RP11-645C24.4	0	0	0	0
UQCRC2	13648	14730	14111	12366
PDZD9	3	3	2	0
CTD-2649C14.1	0	0	0	0
C16orf52	1619	2088	834	643
RP11-101E7.2	19	55	31	27
VWA3A	9	6	4	4
SDR42E2	4	6	7	7
EEF2K	3587	4218	3306	2604
RP11-141O15.1	68	68	156	171
POLR3E	2555	3044	1937	1778
CDR2	3961	4249	2494	2150
RP11-21M24.3	23	21	3	6
RP11-21M24.2	3	1	3	2
AC092338.5	11	18	6	8
RRN3P3	120	245	278	279
SMG1P1	79	69	24	15
NPIPB5	354	382	347	274
RP11-368J21.3	0	0	0	0
RP11-105C19.2	1	1	0	1
RP11-105C19.1	2	4	2	4
RN7SL245P	0	0	0	0
HS3ST2	16	23	2	2
RP11-20G6.2	0	0	0	0
RP11-20G6.3	0	0	0	0
USP31	2075	2207	1301	1048
SCNN1G	18	4	15	16
CTC-391G2.1	0	0	0	0
SCNN1B	3	0	6	13
COG7	1188	1227	1373	1189
RN7SKP23	11	6	1	3
CTD-2270L9.2	1	0	2	1
CTD-2270L9.4	18	26	43	38
GGA2	4781	6323	4047	3607
AC002400.1	4	2	0	0
EARS2	2175	3159	2277	1981
SUB1P4	0	0	0	1
UBFD1	5337	6369	4604	3877
CTD-2196E14.6	134	93	101	94
NDUFAB1	3464	4954	4174	4479
PALB2	2250	2443	1520	1199
CTD-2196E14.3	9	17	5	11
DCTN5	3954	4911	4138	3839
CTD-2196E14.9	516	579	167	155
CTD-2196E14.4	115	130	83	45
PLK1	12824	13523	15851	14332
CTD-2196E14.5	45	84	50	46
ERN2	4	1	2	2
CTD-2385L22.1	0	0	0	0
CHP2	2	0	0	0
PRKCB	2	1	0	0
AC004125.3	0	0	0	0
CACNG3	0	0	0	0
RNU7-24P	0	0	0	0
AC008938.1	0	0	0	0
CTD-2313J23.1	0	0	0	0
RBBP6	8295	7209	5022	3734
CTD-2540M10.1	0	1	0	0
AC012317.1	0	1	0	0
TNRC6A	7792	11138	5149	4113
CTD-2515A14.1	36	32	7	3
SLC5A11	7	21	25	17
ARHGAP17	5167	4593	3455	2739
AC008731.1	0	0	0	0
RP11-266L9.1	2	1	6	3
RP11-266L9.4	65	49	89	67
RP11-266L9.5	73	42	33	14
SCML2P2	22	19	3	8
RP11-266L9.6	34	27	17	3
RP11-449H11.1	54	44	26	25
RP11-266L9.3	5	5	0	1
LCMT1	1820	1967	2382	2289
RP11-266L9.2	30	13	3	8
RN7SL557P	0	0	0	0
AQP8	1	1	0	0
ZKSCAN2	740	770	533	460
CTD-2547G23.2	0	0	0	0
CTA-249B10.1	0	0	0	0
CYCSP39	0	0	0	0
HS3ST4	1	0	0	0
RP11-185O21.1	0	0	0	0
MIR548W	0	0	0	0
RNA5SP405	0	0	0	0
HMGN2P3	130	198	153	133
AC093509.2	0	0	0	0
AC009158.1	0	0	0	0
AC130464.1	0	0	0	0
AC002331.1	0	0	0	0
RP11-142A12.1	0	0	0	0
AC009035.1	0	0	0	0
C16orf82	0	0	0	0
RP11-673P17.2	0	0	0	0
EEF1A1P38	0	0	0	1
RP11-673P17.4	0	3	0	0
KDM8	147	192	207	212
CTD-3203P2.1	12	7	10	8
NSMCE1	2919	2875	3572	3900
CTD-3203P2.2	51	54	57	42
IL4R	3230	2825	2891	2447
IL21R	95	93	29	28
IL21R-AS1	2	5	3	0
GTF3C1	8503	9111	9700	8497
KIAA0556	1619	1666	1437	1207
AC002551.1	1	3	1	1
AC016597.1	0	0	0	0
CTD-2049O4.1	1	4	0	4
GSG1L	4	0	0	0
RNU6-159P	0	0	0	0
RNU6-1241P	0	0	0	0
XPO6	10540	13963	14043	12641
TPRKBP2	10	2	0	1
RP11-159J3.1	0	0	0	0
RP11-57A19.2	61	89	62	46
SBK1	37	31	36	19
NPIPB6	5	10	6	5
RP11-435I10.5	0	0	0	0
EIF3CL	14	37	17	19
RP11-435I10.3	21	27	27	29
RP11-57A19.5	0	0	0	0
NPIPB7	1	5	2	0
CLN3	1384	1795	2183	1965
APOBR	9	8	9	4
IL27	0	0	0	0
NUPR1	411	437	825	741
RP11-666O2.1	0	0	0	0
CCDC101	522	723	946	981
SULT1A2	70	40	79	71
SULT1A1	238	293	563	515
NPIPB8	0	2	1	0
RP11-57A19.4	2	2	2	0
EIF3C	1160	1473	1547	1298
CDC37P1	9	7	19	20
RP11-1348G14.6	1	0	1	1
NPIPB9	8	11	3	4
RP11-1348G14.4	36	52	57	58
RP11-1348G14.1	1	9	6	11
RP11-1348G14.5	12	12	4	4
ATXN2L	11777	13353	12047	10405
RP11-24N18.1	0	1	0	0
TUFM	17024	19697	21887	22008
MIR4721	0	0	0	0
SH2B1	3555	4247	3834	3286
RP11-22P6.2	14	27	15	13
ATP2A1	219	235	161	167
RP11-22P6.3	244	264	349	389
RABEP2	634	1049	1218	1228
CD19	0	0	2	0
NFATC2IP	6339	8247	5795	4740
RP11-264B17.2	285	426	266	156
MIR4517	0	0	0	0
SPNS1	197	198	110	104
RP11-264B17.3	87	73	52	50
RP11-264B17.4	82	60	32	22
LAT	46	69	42	29
RP11-264B17.5	0	0	0	0
CTB-134H23.2	10	9	5	4
CTB-134H23.3	1	0	3	1
RRN3P2	8	4	2	1
RP11-426C22.5	15	36	7	4
RP11-426C22.4	86	109	25	17
AC009093.1	0	1	0	0
SNX29P2	59	78	28	29
RP11-426C22.6	22	30	6	6
RP11-231C14.6	0	0	0	0
NPIPB11	109	129	92	105
RP11-231C14.3	41	49	22	16
RP11-345J4.5	56	63	30	18
RP11-345J4.6	1	1	0	1
BOLA2	0	0	0	0
SLX1B	10	13	8	10
SLX1B-SULT1A4	0	0	0	0
SULT1A4	0	0	0	0
RP11-345J4.3	0	0	0	0
RP11-345J4.1	0	0	0	0
RP11-231C14.5	0	1	0	0
RP11-231C14.4	61	81	46	31
RP11-345J4.8	217	233	158	139
MIR3680-2	1	0	0	2
SLC7A5P1	25	40	14	18
CA5AP1	0	0	0	0
RP11-368N21.1	0	0	0	0
SPN	5	6	3	7
QPRT	109	75	215	215
RN7SKP127	0	0	0	0
C16orf54	1	0	1	0
AC009133.17	0	0	0	0
ZG16	0	0	0	0
AC009133.21	0	0	0	0
KIF22	9524	11003	12880	12702
MAZ	1894	2681	2440	2302
AC009133.15	0	0	0	0
AC009133.14	73	121	104	76
AC009133.20	0	0	0	0
PRRT2	283	288	322	282
PAGR1	2405	3637	3409	3113
AC009133.12	158	195	159	148
MVP	8630	7103	11313	11026
CDIPT	3474	4155	4970	5212
CDIPT-AS1	16	16	27	26
SEZ6L2	477	328	928	830
ASPHD1	942	950	1391	1376
KCTD13	571	738	587	580
CTD-2574D22.4	88	190	112	108
CTD-2574D22.2	86	74	34	37
TMEM219	3004	2908	3654	3839
TAOK2	4009	5819	5626	4767
HIRIP3	2159	2571	2561	2499
INO80E	2244	3674	3494	3176
DOC2A	186	137	205	177
C16orf92	5	6	2	5
FAM57B	116	88	114	102
ALDOA	103532	105612	148904	150416
PPP4C	6570	8275	9039	9610
TBX6	133	74	157	120
YPEL3	1064	936	795	786
RP11-455F5.3	14	19	11	17
GDPD3	134	166	127	120
RP11-455F5.4	3	6	1	0
MAPK3	3169	2890	3667	3395
CORO1A	613	594	1080	1127
RP11-455F5.5	2	3	1	2
BOLA2B	36	33	49	48
SLX1A	0	1	3	1
SLX1A-SULT1A3	0	0	0	0
SULT1A3	8	14	20	9
RP11-347C12.3	3	4	2	3
RP11-347C12.9	0	0	0	0
RP11-347C12.8	0	0	0	0
RP11-347C12.2	132	136	49	37
RP11-347C12.1	0	2	0	0
CD2BP2	5295	6268	6178	5834
RP11-347C12.10	55	42	36	46
TBC1D10B	3824	5132	5688	5478
MYLPF	5	7	4	2
ZNF48	788	829	1018	918
SEPT1	81	73	115	149
ZNF771	184	317	295	281
DCTPP1	1887	2807	3359	3475
SEPHS2	3847	5350	5595	4960
ITGAL	1	1	2	1
RP11-297C4.2	0	0	0	0
RP11-297C4.3	0	0	0	2
RNU7-61P	0	0	0	0
RP11-297C4.1	0	0	0	0
MIR4518	0	0	0	0
ZNF768	2177	2563	2713	2568
ZNF747	715	771	910	958
AC002310.13	0	0	0	0
AC002310.12	86	91	93	104
AC002310.10	0	4	0	0
ZNF764	354	435	394	365
ZNF688	352	425	542	566
AC002310.7	5	12	21	15
ZNF785	461	712	583	519
RP11-146F11.5	38	44	48	42
AC002310.17	3	8	5	14
ZNF689	941	865	786	628
RP11-146F11.4	0	2	2	1
RP11-146F11.3	0	1	0	1
RP11-146F11.2	1	0	0	0
PRR14	2022	2430	3234	3392
FBRS	5140	5398	5030	4636
RNU6-416P	0	0	0	0
RP11-146F11.1	55	70	70	80
SRCAP	7179	8948	7870	6639
RNU6-1043P	2	2	2	1
RP11-2C24.4	2	4	0	2
PHKG2	2053	2485	2394	2389
C16orf93	81	153	158	133
RNF40	5414	6508	7433	6733
RP11-2C24.6	0	0	0	0
ZNF629	1674	1771	1450	1051
RP11-2C24.5	3	1	7	2
BCL7C	1354	1768	2423	2677
MIR4519	60	62	96	86
AC106782.20	0	0	0	0
MIR762	0	0	0	0
CTF1	212	221	268	244
CTF2P	2	0	2	0
FBXL19-AS1	301	433	264	223
FBXL19	1907	2706	2922	2948
AC135048.13	0	1	2	2
ORAI3	637	662	890	986
SETD1A	2975	3200	3264	2861
HSD3B7	224	187	239	236
AC135048.1	1	0	0	0
STX1B	359	300	309	347
STX4	2380	2996	3315	3226
RP11-196G11.2	7	12	14	16
ZNF668	628	643	760	761
AC135050.5	12	8	9	4
ZNF646	1611	2100	1673	1353
PRSS53	369	441	261	204
RP11-196G11.1	2	0	1	0
VKORC1	1075	1416	2045	2227
BCKDK	4516	5899	7672	7587
AC135050.1	0	0	0	0
KAT8	2598	2758	2241	2003
RP11-196G11.4	90	71	28	27
RP11-388M20.2	0	0	0	0
PRSS8	176	31	66	72
PRSS36	34	47	73	62
RP11-388M20.7	0	1	0	0
NDUFA3P6	0	0	0	0
FUS	34653	44836	36066	31381
RP11-388M20.6	0	0	0	0
RP11-388M20.1	76	26	18	31
PYCARD	572	664	911	1005
C16orf98	0	2	2	0
TRIM72	1	0	0	1
PYDC1	0	1	0	0
RP11-388M20.9	0	0	0	0
ITGAM	13	4	5	1
RNU7-199P	0	0	0	0
ITGAX	90	40	28	27
RP11-120K18.3	0	0	0	0
ITGAD	1	0	1	0
RP11-120K18.2	1	5	3	0
COX6A2	0	0	0	0
ZNF843	7	15	3	7
RP11-452L6.1	69	68	70	82
RP11-452L6.5	210	206	148	129
ARMC5	797	595	709	750
TGFB1I1	7486	7955	9297	9536
SLC5A2	9	5	7	11
AC026471.6	0	1	0	1
C16orf58	2704	2378	1916	1631
RP11-452L6.7	38	22	37	27
AHSP	1	0	0	0
CTD-2014E2.2	0	0	0	0
VN1R64P	0	0	0	0
CTD-2014E2.6	0	0	0	0
VN1R65P	0	0	0	0
CTD-2014E2.5	0	0	0	0
YBX3P1	16	7	8	8
ZNF720P1	0	1	0	0
VN1R66P	0	0	0	0
CTD-2358C21.1	0	0	0	0
CTD-2358C21.2	0	0	0	0
CTD-2358C21.3	0	1	0	0
CLUHP3	656	761	497	383
CTD-2358C21.4	65	39	42	41
ZNF720	1417	1579	792	634
AC002519.8	7	7	3	3
VN1R67P	0	0	0	0
AC002519.6	0	0	0	0
VN1R3	0	0	0	0
RP11-170L3.1	0	0	0	0
RP11-170L3.2	0	0	0	0
ZNF267	1257	1426	731	602
RP11-170L3.4	7	4	1	2
RP11-170L3.5	0	0	0	0
RP11-170L3.7	0	0	0	0
RP11-170L3.6	0	0	0	0
RP11-1166P10.1	14	19	18	15
RP11-1166P10.6	0	0	0	0
IGHV1OR16-1	0	0	0	0
AC142381.1	0	0	0	0
IGHV1OR16-3	0	0	0	0
IGHV3OR16-9	0	0	0	0
HERC2P4	159	154	77	67
RP11-1166P10.7	1	1	1	0
RP11-17M15.1	0	0	0	0
RP11-56L13.4	0	0	0	0
FAM108A9P	0	0	0	0
RP11-56L13.6	0	0	0	0
RP11-56L13.7	0	0	0	0
TP53TG3D	34	47	20	16
RP11-56L13.1	0	0	0	0
RP11-1292F20.1	0	0	0	0
RP11-17M15.2	0	0	0	0
RP11-17M15.4	0	0	0	0
ACTR3BP3	0	0	0	0
RP11-626K17.5	0	0	0	0
PABPC1P13	0	0	0	0
RP11-626K17.3	0	0	0	0
RP11-626K17.2	0	0	0	0
ABCD1P3	0	0	0	0
RP11-652G5.1	0	0	0	0
RP11-652G5.2	0	0	0	0
RP11-96K14.1	0	0	0	0
RP11-586K12.11	0	0	0	0
RP11-586K12.13	0	0	0	0
RP11-586K12.10	0	0	0	0
TP53TG3	0	1	0	0
RP11-586K12.8	0	0	0	0
RP11-586K12.7	0	0	0	0
FAM108A8P	0	0	0	0
RP11-586K12.4	0	0	0	0
RP11-586K12.5	0	0	0	0
HERC2P5	8	6	6	0
RP11-67H24.2	0	0	0	1
RP11-67H24.1	0	0	0	0
RP11-989E6.1	0	0	0	0
IGHV2OR16-5	0	0	0	0
RP11-989E6.2	0	0	0	1
SLC6A10P	2	0	1	0
RP11-989E6.3	0	0	0	0
IGHV3OR16-15	0	0	0	0
IGHV3OR16-6	0	0	0	0
RP11-989E6.11	0	0	0	0
RP11-19N8.2	0	0	0	0
IGHV1OR16-2	0	0	0	0
IGHV3OR16-10	0	0	0	0
RP11-989E6.8	0	0	0	0
IGHV1OR16-4	0	0	0	0
IGHV3OR16-8	0	0	0	0
RP11-19N8.4	0	0	0	0
RP11-19N8.3	0	0	0	0
HERC2P8	3	1	2	1
RP11-19N8.7	0	0	0	0
RP11-19N8.6	0	0	0	0
FAM108A10P	0	0	0	0
RP11-1437A8.2	0	0	0	0
RP11-1437A8.3	0	0	0	0
TP53TG3C	0	0	0	0
RP11-1437A8.4	0	0	0	0
RP11-1437A8.6	0	0	0	0
RP11-1277H1.3	0	0	0	0
TP53TG3B	0	1	0	0
RP11-1437A8.5	0	0	0	0
RP11-1437A8.7	0	0	0	0
RP11-23E10.5	0	0	0	0
RP11-23E10.3	0	2	0	0
RP11-989E6.10	0	0	0	0
RP11-23E10.2	0	0	0	0
RP11-23E10.4	0	0	0	0
RP11-293B20.3	0	0	0	0
RP11-293B20.2	0	0	0	0
BMS1P8	11	22	10	6
ENPP7P13	0	0	0	0
RP11-104C4.4	0	0	0	0
IGHV3OR16-12	0	0	0	0
RP11-104C4.2	0	0	0	0
IGHV3OR16-13	0	0	0	0
RP11-812E19.9	0	0	0	0
RP11-812E19.13	0	0	0	0
RP11-812E19.12	0	0	0	0
RP11-812E19.7	0	0	0	0
IGHV3OR16-11	0	0	0	0
RP11-812E19.10	0	0	0	0
ARHGAP23P1	26	19	28	22
IGHV3OR16-7	0	0	0	0
RP11-812E19.5	0	0	0	0
RP11-812E19.14	0	0	3	0
RP11-812E19.3	0	0	0	0
RP11-598D12.4	0	0	0	0
RP11-598D12.3	0	0	0	0
RP11-598D12.1	0	0	0	0
RP11-598D12.2	0	0	0	0
CTD-2522B17.8	0	0	0	0
CTD-2522B17.5	0	0	0	0
PCMTD1P2	0	0	0	0
CTD-2522B17.4	0	0	1	1
CTD-2522B17.6	0	0	0	0
AC136932.2	0	0	0	0
LINC00273	0	0	0	0
AC136932.1	0	0	0	0
RNA5-8SP2	0	0	0	0
CTD-2144E22.8	0	0	0	0
CTD-2144E22.7	0	0	0	0
AC135776.1	0	0	0	0
CTD-2144E22.5	0	0	0	0
CTD-2144E22.6	0	0	0	0
CTD-2144E22.11	0	0	0	0
CCNYL3	0	0	0	0
CTD-2144E22.2	1	0	0	0
CTD-2144E22.10	0	0	0	0
VN1R68P	0	0	0	0
VN1R69P	0	0	0	0
RP11-244B22.14	0	0	0	0
RP11-244B22.11	0	0	0	0
RP11-244B22.12	0	0	0	0
RP11-244B22.13	0	0	0	0
UBE2MP1	3	4	4	1
SLC25A1P4	0	0	0	0
RP11-488I20.9	0	0	0	0
RP11-244B22.7	0	0	0	0
RP11-244B22.6	0	0	0	0
RP11-244B22.5	0	0	0	0
RP11-488I20.8	0	0	0	0
AC023824.1	0	0	0	0
RARRES2P5	0	0	0	0
FGFR3P5	0	0	0	0
RP11-244B22.3	0	0	0	0
RARRES2P6	0	0	0	0
RP11-244B22.1	0	0	0	0
AC007353.1	0	0	0	0
RP11-488I20.7	0	0	0	0
RARRES2P9	0	0	0	0
RP11-488I20.5	0	0	0	0
RP11-488I20.4	0	0	0	0
RP11-488I20.3	0	0	0	0
RP11-488I20.2	0	0	0	0
AGGF1P4	0	0	0	0
RP11-80F22.13	0	0	0	0
RARRES2P7	0	0	0	0
RP11-80F22.1	0	0	0	0
RP11-80F22.11	0	0	0	0
RP11-80F22.10	0	0	0	0
RP11-80F22.9	0	0	0	0
RP11-80F22.7	0	0	0	0
RP11-80F22.5	0	0	0	0
RP11-80F22.14	0	0	0	0
RP11-80F22.6	0	0	0	0
RP11-80F22.4	0	0	0	0
RP11-80F22.15	0	0	0	0
RP11-80F22.2	0	0	0	0
RP11-80F22.8	0	0	0	0
RARRES2P8	0	0	0	0
RP11-14K3.3	0	0	0	0
RP11-14K3.4	0	0	0	0
RP11-14K3.2	0	0	0	0
RP11-14K3.1	0	0	0	0
RP11-14K3.7	0	0	0	0
RP11-352B15.5	0	0	0	0
RNA5SP406	0	0	0	0
RNA5SP407	0	0	0	0
RNA5SP408	0	0	0	0
RNA5SP409	0	0	0	0
RNA5SP410	0	0	0	0
RNA5SP413	0	0	0	0
RNA5SP415	0	0	0	0
RNA5SP416	0	0	0	0
RNA5SP417	0	0	0	0
RNA5SP418	0	0	0	0
RNA5SP419	0	0	0	0
RNA5SP420	0	0	0	0
RNA5SP421	0	0	0	0
RNA5SP422	0	0	0	0
RNA5SP423	0	0	0	0
RP11-352B15.2	0	0	0	0
HMGN2P41	0	1	3	1
VN1R70P	0	0	0	0
RP11-43P5.1	0	0	0	0
AC116553.1	0	0	0	0
PPP1R1AP2	0	0	0	0
ANKRD26P1	4	7	3	1
RNU6-845P	0	0	0	0
RP11-46D6.5	0	0	0	0
RP11-46D6.4	0	0	1	0
SHCBP1	6589	8680	6211	5125
RP11-46D6.1	101	123	107	81
RAB43P1	7	10	11	7
RP11-93O14.1	2	0	0	0
VPS35	9549	12976	8525	6674
RP11-93O14.2	3	3	0	3
ORC6	3235	4341	3075	2391
RP11-480G7.1	3	3	5	5
MYLK3	16	4	10	5
RP11-480G7.2	14	8	11	8
C16orf87	1178	1047	725	553
CKBP1	0	0	0	0
RP11-480G7.3	0	0	0	0
GPT2	1686	3036	2920	2498
DNAJA2	6618	7582	5053	4084
RP11-169E6.1	17	12	24	32
RP11-169E6.4	1	1	0	0
RP11-169E6.3	0	0	0	0
NETO2	6288	8768	6234	5030
RP11-329J18.2	9	7	8	9
RPL23AP72	0	0	0	0
ITFG1	3873	4020	2972	2361
RP11-329J18.3	3	1	1	0
RP11-329J18.4	3	0	1	0
RP11-474B12.1	0	0	1	1
RNA5SP424	0	0	0	0
PHKB	4711	5009	4272	3314
RNA5SP425	2	1	1	8
RP11-177N22.3	0	0	0	0
RP11-177N22.2	0	0	0	0
EIF4BP5	0	0	0	0
NDUFA5P11	4	8	7	4
RP11-523L20.2	6	8	3	1
CTB-55P19.1	0	0	0	0
AC140542.2	2	0	1	0
RP11-523L20.1	0	0	0	0
RP11-3M1.3	0	1	0	0
ABCC12	0	0	0	1
RP11-3M1.1	0	0	0	0
ABCC11	22	15	8	11
LONP2	5648	6438	4874	4250
UBA52P8	6	11	6	5
SIAH1	974	875	525	397
RN7SL54P	0	0	0	0
AC023818.1	0	0	0	0
RP11-44I10.6	0	0	0	0
RP11-44I10.5	0	0	0	0
MOCS1P1	0	0	0	0
N4BP1	2764	3066	2268	1978
RP11-44I10.3	31	23	11	10
RPS2P44	0	0	0	0
CTC-527H23.1	0	0	0	0
CTC-527H23.2	0	0	0	0
RP11-42I10.1	45	53	48	63
CTC-527H23.3	0	4	11	14
CTC-527H23.4	0	1	0	0
AC007611.1	1	0	0	0
KLF8P1	0	0	0	0
RNU6-257P	0	0	0	0
RP11-42I10.3	0	0	0	0
RP11-98C8.1	0	0	0	0
RP11-22D3.1	0	0	0	0
RP11-22D3.2	0	0	0	0
CBLN1	0	0	0	0
RP11-491F9.1	0	0	0	0
RP11-491F9.8	0	0	0	0
RP11-491F9.6	0	0	0	0
RP11-491F9.5	0	0	0	0
C16orf78	0	0	0	0
RP11-189E14.5	0	0	0	0
RP11-189E14.3	0	0	0	0
RP11-189E14.4	0	0	0	0
ZNF423	6	2	3	2
ADAM3B	0	0	0	0
AC007339.1	0	0	0	0
MRPS21P7	0	0	0	0
MRPS21P8	0	0	0	0
AC027348.1	0	0	0	0
RP11-305A4.3	0	0	0	0
RPL34P29	0	0	0	0
CNEP1R1	1260	1640	861	709
RP11-429P3.3	0	0	1	0
RP11-429P3.2	0	0	0	0
RP11-429P3.4	0	0	0	0
HEATR3	1599	2173	1720	1551
RNY4P3	0	3	1	0
RP11-429P3.5	7	10	3	3
RPL10P14	0	0	0	0
PAPD5	1463	1831	716	607
ADCY7	1071	1134	550	365
BRD7	5379	6550	6085	5124
RP11-21B23.1	2	1	0	0
RP11-21B23.2	2	0	0	1
RP11-21B23.3	0	0	0	0
NKD1	81	60	37	37
RP11-401P9.1	3	0	0	0
RP11-401P9.6	2	1	0	0
RP11-401P9.4	20	11	8	14
RP11-401P9.5	1	0	0	1
SNX20	0	0	0	0
NOD2	63	46	69	61
RP11-327F22.6	4	0	4	1
RP11-327F22.2	3	6	1	5
RP11-327F22.1	1	4	3	1
CYLD	3585	3707	1929	1608
hsa-mir-3181	0	2	0	0
RP11-327F22.4	6	3	0	0
RP11-327F22.5	0	1	1	0
CTD-2034I21.1	0	0	0	0
RNA5SP426	0	0	0	0
CTD-2034I21.2	6	1	12	7
RP11-883G14.1	0	0	0	0
RP11-883G14.2	0	0	0	0
RP11-883G14.3	0	0	0	0
RP11-883G14.4	0	0	0	0
SOD1P2	0	0	0	0
SALL1	674	905	1101	800
AC009166.5	1	0	1	2
AC137527.2	0	0	0	0
UNGP1	0	0	0	0
RP11-437L7.1	0	1	1	0
HNRNPA1P48	495	485	337	279
RN7SKP142	0	0	0	0
RP11-7O14.1	0	0	0	2
C16orf97	0	0	0	0
RP11-152O14.4	0	0	0	0
LINC00919	0	0	0	0
RP11-152O14.1	0	0	0	0
RP11-142G1.3	0	0	0	0
RP11-142G1.1	0	0	0	0
AC007333.1	0	0	0	0
RP11-142G1.2	0	0	0	0
TOX3	0	0	0	0
CASC16	0	0	0	0
RP11-297L17.2	0	0	0	0
RP11-297L17.3	0	0	0	0
RP11-297L17.4	0	0	0	0
RP11-297L17.6	12	9	8	8
RP11-467J12.1	0	1	1	0
RP11-467J12.2	0	0	1	0
RP11-467J12.3	1	0	0	0
RP11-467J12.4	4	5	11	4
CHD9	6718	7452	2460	2056
RP11-295M3.2	2	8	4	3
RP11-454F8.2	10	14	2	1
RNA5SP427	0	0	0	0
RP11-44F14.4	0	0	0	0
RP11-44F14.1	0	0	0	0
RP11-44F14.2	7	0	1	1
RP11-44F14.8	5	0	0	1
RBL2	8307	7754	3456	2427
RNU6-1153P	2	2	0	2
RP11-44F14.5	2	3	1	1
AKTIP	750	967	724	589
RPGRIP1L	1693	2086	1425	1261
FTO	3172	3442	2214	1344
RP11-357N13.3	1	0	0	1
RP11-357N13.2	3	2	2	1
RP11-357N13.1	5	3	0	1
FTO-IT1	30	49	28	36
AC007347.1	0	0	0	0
RP11-324D17.2	1	0	0	0
RP11-324D17.1	5	2	0	2
IRX3	2432	3371	2274	2175
RP11-434E6.2	0	0	0	0
AC079412.1	0	0	0	0
RP11-1136G4.1	0	0	0	0
CRNDE	871	880	303	290
IRX5	188	94	37	29
CTD-3032H12.2	2	0	0	0
CTD-3032H12.1	0	0	0	0
CTD-3032H12.3	0	0	0	0
RP11-26L20.3	0	0	0	0
RN7SL841P	0	0	0	0
IRX6	1	0	0	0
RP11-26L20.4	0	0	0	0
RPL31P56	0	0	0	0
MMP2	6041	5154	12423	11670
RP11-212I21.2	0	0	0	0
LPCAT2	1979	2221	1167	1031
RP11-212I21.4	76	68	20	16
CAPNS2	6	5	8	5
SLC6A2	0	0	0	5
CES1P2	2	13	1	1
CES1P1	56	75	1	1
CES1	107	104	0	5
CES5A	0	1	0	0
RP11-461O7.1	3	3	3	4
RP11-355E10.1	0	0	0	0
CTD-2050B12.1	0	1	0	0
GNAO1	1530	1694	1686	1426
CTD-2050B12.2	4	1	0	0
MIR3935	0	1	1	0
RP11-441F2.2	2	8	11	10
RP11-441F2.5	18	12	4	0
AMFR	4695	5282	5007	4321
RP11-413H22.2	0	0	0	0
NUDT21	15405	17809	8088	6433
OGFOD1	4044	5436	4448	3890
BBS2	3338	3265	2730	2218
MT4	0	0	0	0
MT3	0	0	0	2
MT2A	87847	99014	133846	133187
RP11-249C24.10	7	17	7	5
MT1L	1376	1722	2111	2187
MT1E	17073	22632	23116	23774
AC026461.1	0	0	0	0
MT1M	11	7	1	1
MT1JP	0	0	2	1
MT1A	3	0	3	0
MT1DP	1	5	10	5
MT1CP	0	0	0	0
RP11-249C24.11	0	0	0	0
MT1B	1	0	2	2
MT1F	708	593	851	920
MT1G	0	4	0	1
MT1H	0	0	0	0
MT1X	3829	2376	3383	3533
RP11-343H19.2	0	0	0	0
DPPA2P4	0	1	0	0
RP11-343H19.1	10	13	16	11
